Entrez_ID	DiseaseName	Disease_MeSHorOMIM_ID
4000	Cardiomyopathy, Dilated	MESH:D002311
4000	Charcot-Marie-Tooth disease, Type 2B1	MESH:C537990
4000	Craniofacial Abnormalities	MESH:D019465
4000	Death, Sudden, Cardiac	MESH:D016757
4000	Foot Deformities, Congenital	MESH:D005532
4000	Hand Deformities, Congenital	MESH:D006228
4000	Heart Block	MESH:D006327
4000	Heart-hand syndrome, Slovenian type	MESH:C535852
4000	HIV-Associated Lipodystrophy Syndrome	MESH:D039682
4000	Limb-girdle muscular dystrophy, type 1B	MESH:C535898
4000	Lipodystrophy, Familial Partial	MESH:D052496
4000	Mandibuloacral dysplasia with type A lipodystrophy	MESH:C535705
4000	Muscular Dystrophies, Limb-Girdle	MESH:D049288
4000	Muscular Dystrophy, Congenital, Lmna-Related	MESH:C567708
4000	Muscular Dystrophy, Emery-Dreifuss	MESH:D020389
4000	Polycystic Ovary Syndrome	MESH:D011085
4000	Progeria	MESH:D011371
4000	Scleroderma, Localized	MESH:D012594
4000	Sinoatrial Block	MESH:D012848
4000	Tachycardia, Ventricular	MESH:D017180
4000	Tight skin contracture syndrome, lethal	MESH:C536920
4001	Pelizaeus-Merzbacher Disease	MESH:D020371
84823	Lipodystrophy, Partial, Acquired	MESH:C562448
160492	Lung Neoplasms	MESH:D008175
4004	Leukemia, T-Cell	MESH:D015458
4004	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054218
4005	Leukemia, T-Cell	MESH:D015458
4005	Liver Cirrhosis, Experimental	MESH:D008106
4005	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054218
25802	Endometriosis	MESH:D004715
22853	Prostatic Neoplasms	MESH:D011471
4010	Clubfoot	MESH:D003025
4010	Hematuria	MESH:D006417
4010	Hyperlipidemias	MESH:D006949
4010	Mental Disorders	MESH:D001523
4010	Nail-Patella Syndrome	MESH:D009261
4010	Neurodevelopmental Disorders	MESH:D065886
4010	Proteinuria	MESH:D011507
4010	Sleep Initiation and Maintenance Disorders	MESH:D007319
4012	Mammary Neoplasms, Experimental	MESH:D008325
4012	Memory Disorders	MESH:D008569
4014	Carcinoma, Squamous Cell	MESH:D002294
4014	Skin Neoplasms	MESH:D012878
4014	Vohwinkel Syndrome, Variant Form	MESH:C565826
4015	Aortic Valve Insufficiency	MESH:D001022
4015	Hepatitis B	MESH:D006509
4015	Hepatitis C	MESH:D006526
4015	Hepatolenticular Degeneration	MESH:D006527
4015	Hypertension, Pulmonary	MESH:D006976
4015	Liver Cirrhosis	MESH:D008103
4015	Liver Cirrhosis, Biliary	MESH:D008105
4015	Liver Cirrhosis, Experimental	MESH:D008106
4015	Oral Submucous Fibrosis	MESH:D009914
4015	Osteosarcoma	MESH:D012516
4015	Prenatal Injuries	MESH:D049188
125336	Deafness, Autosomal Recessive 77	MESH:C567543
4016	Exfoliation Syndrome	MESH:D017889
4016	Prenatal Injuries	MESH:D049188
4016	Urinary Bladder Neoplasms	MESH:D001749
4017	Breast Neoplasms	MESH:D001943
4017	Cell Transformation, Neoplastic	MESH:D002471
4017	Esophageal Squamous Cell Carcinoma	MESH:C562729
4017	Hepatitis B	MESH:D006509
4017	Hepatitis C	MESH:D006526
4017	Hepatolenticular Degeneration	MESH:D006527
4017	Liver Cirrhosis, Biliary	MESH:D008105
4017	Liver Cirrhosis, Experimental	MESH:D008106
4017	Neoplasm Invasiveness	MESH:D009361
84171	Urinary Bladder Neoplasms	MESH:D001749
100124531	Prenatal Injuries	MESH:D049188
4018	Atherosclerosis	MESH:D050197
4018	Cardiovascular Diseases	MESH:D002318
4018	Coronary Artery Disease	MESH:D003324
4018	Coronary Disease	MESH:D003327
4018	Hypercholesterolemia	MESH:D006937
4018	Hypolipoproteinemias	MESH:D007009
4018	Stroke	MESH:D020521
4018	Thromboembolism	MESH:D013923
4018	Venous Thrombosis	MESH:D020246
1902	Breast Neoplasms	MESH:D001943
1902	Craniofacial Abnormalities	MESH:D019465
1902	Fetal Death	MESH:D005313
1902	Growth Disorders	MESH:D006130
1902	Leukemia, Myeloid, Acute	MESH:D015470
1902	Olfaction Disorders	MESH:D000857
1902	Prostatic Neoplasms	MESH:D011471
10161	Hypotrichosis	MESH:D007039
10161	Hypotrichosis simplex	MESH:C537160
54947	Polycystic Ovary Syndrome	MESH:D011085
9926	Weight Gain	MESH:D015430
23175	Myoglobinuria, Acute Recurrent, Autosomal Recessive	MESH:C564832
9663	Majeed syndrome	MESH:C537839
4023	Carcinoma	MESH:D002277
4023	Cardiomyopathies	MESH:D009202
4023	Cardiovascular Diseases	MESH:D002318
4023	Colonic Neoplasms	MESH:D003110
4023	Dyslipidemias	MESH:D050171
4023	Hepatitis C	MESH:D006526
4023	Hypercholesterolemia	MESH:D006937
4023	Hyperlipidemia, Familial Combined	MESH:D006950
4023	Hyperlipidemias	MESH:D006949
4023	Hyperlipoproteinemia Type I	MESH:D008072
4023	Hyperlipoproteinemia Type II	MESH:D006938
4023	Hypertension	MESH:D006973
4023	Hypertriglyceridemia	MESH:D015228
4023	Liver Cirrhosis, Experimental	MESH:D008106
4023	Mammary Neoplasms, Animal	MESH:D015674
4023	Mammary Neoplasms, Experimental	MESH:D008325
4023	Necrosis	MESH:D009336
4023	Obesity	MESH:D009765
4023	Pancreatitis	MESH:D010195
4023	Prostatic Neoplasms	MESH:D011471
4026	Arthritis, Juvenile	MESH:D001171
9404	Liver Cirrhosis, Experimental	MESH:D008106
9227	Drug-Induced Liver Injury	MESH:D056486
9227	Eye Diseases, Hereditary	MESH:D015785
9227	Leber Congenital Amaurosis	MESH:D057130
9227	Leber Congenital Amaurosis 14	MESH:C567636
9227	Liver Cirrhosis, Experimental	MESH:D008106
9227	Optic Atrophy, Hereditary, Leber	MESH:D029242
9227	Retinitis Pigmentosa	MESH:D012174
9227	Vitamin A Deficiency	MESH:D014802
116844	Adenomatous Polyposis Coli	MESH:D011125
116844	Colonic Neoplasms	MESH:D003110
83938	Substance-Related Disorders	MESH:D019966
4035	Migraine Disorders	MESH:D008881
4035	Migraine without Aura	MESH:D020326
4035	Schizophrenia	MESH:D012559
53353	Carcinoma, Renal Cell	MESH:D002292
53353	Melanoma	MESH:D008545
4036	Bone Diseases, Metabolic	MESH:D001851
4036	Craniofacial Abnormalities	MESH:D019465
4036	Developmental Disabilities	MESH:D002658
4036	Donnai-Barrow syndrome	MESH:C536390
4036	Eye Diseases, Hereditary	MESH:D015785
4036	Hearing Loss, Sensorineural	MESH:D006319
4036	Hernia, Diaphragmatic	MESH:D006548
4036	Kidney Diseases	MESH:D007674
4036	Prostatic Neoplasms	MESH:D011471
4036	Vitamin D Deficiency	MESH:D014808
4038	Syndactyly	MESH:D013576
4038	Syndactyly Cenani Lenz type	MESH:C538150
4038	Tooth Abnormalities	MESH:D014071
4041	Exudative vitreoretinopathy 1	MESH:C536382
4041	Exudative Vitreoretinopathy 4	MESH:C566619
4041	Fractures, Bone	MESH:D050723
4041	Osteopetrosis autosomal dominant type 1	MESH:C536056
4041	Osteoporosis	MESH:D010024
4041	Osteoporosis-pseudoglioma syndrome	MESH:C536063
4041	Van Buchem disease type 2	MESH:C536527
4041	Vitreoretinopathy, Proliferative	MESH:D018630
4041	Worth syndrome	MESH:C536748
4040	Coronary Artery Disease, Autosomal Dominant 2	MESH:C567045
4040	Triple Negative Breast Neoplasms	MESH:D064726
7804	Myocardial Infarction	MESH:D009203
7804	Nerve Degeneration	MESH:D009410
10128	Leigh syndrome , French Canadian type	MESH:C537004
123355	Liver Cirrhosis, Experimental	MESH:D008106
116135	Colorectal Neoplasms	MESH:D015179
116135	Stomach Neoplasms	MESH:D013274
69358	Deafness	MESH:D003638
57554	Cocaine-Related Disorders	MESH:D019970
56262	Agammaglobulinemia	MESH:D000361
9208	Liver Cirrhosis, Experimental	MESH:D008106
120892	Carcinoma, Renal Cell	MESH:D002292
120892	Endometriosis	MESH:D004715
120892	Nerve Degeneration	MESH:D009410
120892	Parkinson Disease	MESH:D010300
120892	PARKINSON DISEASE 8, AUTOSOMAL DOMINANT	OMIM:607060
120892	Parkinsonian Disorders	MESH:D020734
54674	Autism Spectrum Disorder	MESH:D000067877
347731	Autism Spectrum Disorder	MESH:D000067877
90678	Charcot-Marie-Tooth Disease	MESH:D002607
90678	Charcot-Marie-Tooth disease, Type 2G	MESH:C535414
220074	Deafness, Autosomal Recessive 63	MESH:C566951
55341	Brain Injuries	MESH:D001930
23658	Polycystic Ovary Syndrome	MESH:D011085
4046	Breast Neoplasms	MESH:D001943
4046	Calcinosis	MESH:D002114
4046	Colitis, Ulcerative	MESH:D003093
4046	Heart Valve Diseases	MESH:D006349
51599	Carcinoma	MESH:D002277
51599	Mammary Neoplasms, Animal	MESH:D015674
51599	Mammary Neoplasms, Experimental	MESH:D008325
4047	Lipidoses	MESH:D008064
4047	Q Fever	MESH:D011778
4049	Arthritis, Psoriatic	MESH:D015535
4049	Coronary Artery Disease	MESH:D003324
4049	Hepatic Encephalopathy	MESH:D006501
4049	Leprosy	MESH:D007918
4049	Mesothelioma, Malignant	MESH:C562839
4049	Myocardial Infarction	MESH:D009203
4049	Sepsis	MESH:D018805
4048	Atherosclerosis	MESH:D050197
4048	Liver Cirrhosis, Experimental	MESH:D008106
4050	Liver Cirrhosis, Experimental	MESH:D008106
1241	Anaphylaxis	MESH:D000707
1241	Inflammation	MESH:D007249
1241	Liver Diseases	MESH:D008107
4052	Liver Cirrhosis, Experimental	MESH:D008106
4053	Glaucoma	MESH:D005901
4053	Glaucoma 3, Primary Congenital, D	MESH:C567765
4053	Glaucoma 3, primary infantile, B	MESH:C536824
4054	Amelogenesis Imperfecta	MESH:D000567
4054	Anodontia	MESH:D000848
4054	Bone Diseases	MESH:D001847
4054	Brachyolmia	MESH:C537098
4054	Craniofacial Abnormalities	MESH:D019465
4054	Growth Disorders	MESH:D006130
4054	Kyphosis	MESH:D007738
4054	Mitral Valve Prolapse	MESH:D008945
4054	Osteoarthritis	MESH:D010003
4054	Osteosclerosis	MESH:D010026
4054	Tooth Agenesis, Selective, 6	MESH:C567755
8425	Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities	MESH:C567716
8425	Glioblastoma	MESH:D005909
8425	Neoplasm Recurrence, Local	MESH:D009364
4055	Malaria	MESH:D008288
4056	Asthma, Aspirin-Induced	MESH:D055963
4056	Drug Hypersensitivity	MESH:D004342
4057	Candidiasis, Oral	MESH:D002180
4057	Candidiasis, Vulvovaginal	MESH:D002181
4057	Carbon Tetrachloride Poisoning	MESH:D002252
4057	Colitis, Ulcerative	MESH:D003093
4057	Colonic Neoplasms	MESH:D003110
4057	Diarrhea	MESH:D003967
4057	Drug-Induced Liver Injury	MESH:D056486
4057	Endometriosis	MESH:D004715
4057	Enterocolitis, Necrotizing	MESH:D020345
4057	Gastrointestinal Hemorrhage	MESH:D006471
4057	Hypertension	MESH:D006973
4057	Hypotension	MESH:D007022
4057	Inflammation	MESH:D007249
4057	Joint Diseases	MESH:D007592
4057	Liver Neoplasms	MESH:D008113
4057	Neoplasms	MESH:D009369
4057	Osteoporosis	MESH:D010024
4057	Premature Birth	MESH:D047928
4057	Weight Loss	MESH:D015431
4057	Wounds and Injuries	MESH:D014947
4058	Polycystic Ovary Syndrome	MESH:D011085
4060	Liver Cirrhosis	MESH:D008103
4060	Liver Cirrhosis, Experimental	MESH:D008106
4060	Muscular Dystrophy, Facioscapulohumeral	MESH:D020391
4060	Wounds and Injuries	MESH:D014947
286343	Liver Cirrhosis, Experimental	MESH:D008106
56925	Chromosomal Instability	MESH:D043171
56925	Melanoma	MESH:D008545
17062	Acute Kidney Injury	MESH:D058186
17062	Nephritis	MESH:D009393
4061	Influenza, Human	MESH:D007251
4061	Pancreatic Neoplasms	MESH:D010190
546644	Kidney Diseases	MESH:D007674
9450	Brain Injuries	MESH:D001930
9450	Calcinosis	MESH:D002114
9450	Heart Valve Diseases	MESH:D006349
9450	Liver Cirrhosis, Experimental	MESH:D008106
23643	Arthritis, Rheumatoid	MESH:D001172
23643	Carcinoma	MESH:D002277
23643	Cholestasis	MESH:D002779
23643	Colorectal Neoplasms	MESH:D015179
23643	Liver Cirrhosis, Experimental	MESH:D008106
23643	Neoplasm Metastasis	MESH:D009362
4066	Leukemia, Lymphoid	MESH:D007945
4066	Leukemia, Myeloid, Acute	MESH:D015470
4066	Myelodysplastic Syndromes	MESH:D009190
4067	HIV Infections	MESH:D015658
201229	Small Cell Lung Carcinoma	MESH:D055752
116068	Tobacco Use Disorder	MESH:D014029
1130	Chediak-Higashi Syndrome	MESH:D002609
4069	Amyloidosis, familial visceral	MESH:C538249
8216	Autistic Disorder	MESH:D001321
8216	Glioblastoma	MESH:D005909
8216	Schwannomatosis	MESH:C536641
11178	Esophageal Neoplasms	MESH:D004938
11178	Prostatic Neoplasms	MESH:D011471
4074	Carcinoma, Renal Cell	MESH:D002292
4074	Disease Progression	MESH:D018450
4074	Prostatic Neoplasms	MESH:D011471
4074	Stomach Neoplasms	MESH:D013274
10586	Arthritis, Rheumatoid	MESH:D001172
140733	Autistic Disorder	MESH:D001321
140733	Liver Neoplasms	MESH:D008113
140733	Substance-Related Disorders	MESH:D019966
8379	Arthritis, Juvenile	MESH:D001171
8379	Prostatic Neoplasms	MESH:D011471
8379	Testicular Germ Cell Tumor	MESH:C563236
4085	Esophageal Squamous Cell Carcinoma	MESH:C562729
4085	Polycystic Ovary Syndrome	MESH:D011085
8174	Colitis	MESH:D003092
8174	Ovarian Cysts	MESH:D010048
10296	Diabetes Mellitus, Type 2	MESH:D003924
4094	Cataract, Pulverulent, Juvenile-Onset	MESH:C565703
4094	Cholestasis, Intrahepatic	MESH:D002780
9935	Cleft Lip	MESH:D002971
23764	Arthritis, Juvenile	MESH:D001171
4097	Cholestasis, Intrahepatic	MESH:D002780
4099	Lewy Body Disease	MESH:D020961
4099	Parkinson Disease	MESH:D010300
4100	Melanoma	MESH:D008545
4108	Urinary Bladder Neoplasms	MESH:D001749
9947	Melanoma	MESH:D008545
9947	Schizophrenia	MESH:D012559
728239	Precancerous Conditions	MESH:D011230
57692	Liver Cirrhosis, Experimental	MESH:D008106
54551	Autistic Disorder	MESH:D001321
54551	Prader-Willi Syndrome	MESH:D011218
9223	Carcinoma, Adenoid Cystic	MESH:D003528
9863	Anxiety Disorders	MESH:D001008
9863	Carcinoma, Adenoid Cystic	MESH:D003528
9863	Memory Disorders	MESH:D008569
9863	Neurobehavioral Manifestations	MESH:D019954
9863	Schizophrenia	MESH:D012559
55110	Ovarian Cysts	MESH:D010048
4118	Breast Neoplasms	MESH:D001943
4118	Carcinoma, Squamous Cell	MESH:D002294
4118	Head and Neck Neoplasms	MESH:D006258
378938	Esophageal Squamous Cell Carcinoma	MESH:C562729
378938	Liver Cirrhosis, Experimental	MESH:D008106
378938	Liver Neoplasms	MESH:D008113
378938	Neoplasm Invasiveness	MESH:D009361
378938	Neoplasm Metastasis	MESH:D009362
378938	Polycystic Ovary Syndrome	MESH:D011085
10892	Lymphoma, Large B-Cell, Diffuse	MESH:D016403
84441	Arthritis, Juvenile	MESH:D001171
55534	Carcinoma, Adenoid Cystic	MESH:D003528
55534	Heart Defects, Congenital	MESH:D006330
55534	Sarcoma	MESH:D012509
55534	Sinonasal undifferentiated carcinoma	MESH:C537344
10046	Hypospadias	MESH:D007021
10046	Hypospadias 2, X-Linked	MESH:C567462
11253	Intellectual Disability	MESH:D008607
4125	alpha-Mannosidosis	MESH:D008363
4125	Glomerulonephritis, IGA	MESH:D005922
4126	Lysosomal beta-mannosidase deficiency	MESH:C538599
79694	Cocaine-Related Disorders	MESH:D019970
79694	Paranoid Disorders	MESH:D010259
79694	Polycystic Ovary Syndrome	MESH:D011085
4128	Antisocial Personality Disorder	MESH:D000987
4128	Autistic Disorder	MESH:D001321
4128	Brunner Syndrome	MESH:C563156
4128	Cognition Disorders	MESH:D003072
4128	Endometriosis	MESH:D004715
4128	End Stage Liver Disease	MESH:D058625
4128	Fetal Nutrition Disorders	MESH:D048070
4128	Hepatic Encephalopathy	MESH:D006501
4128	Huntington Disease	MESH:D006816
4128	Hypotension	MESH:D007022
4128	Mental Disorders	MESH:D001523
4128	Mental Retardation, X-Linked	MESH:D038901
4128	Muscular Diseases	MESH:D009135
4128	Parkinson Disease	MESH:D010300
4128	Pheochromocytoma	MESH:D010673
4128	Prenatal Exposure Delayed Effects	MESH:D011297
4129	Alzheimer Disease	MESH:D000544
4129	Anemia, Megaloblastic	MESH:D000749
4129	Autistic Disorder	MESH:D001321
4129	Colonic Neoplasms	MESH:D003110
4129	Endometriosis	MESH:D004715
4129	Hepatic Encephalopathy	MESH:D006501
4129	Huntington Disease	MESH:D006816
4129	Hypotension	MESH:D007022
4129	Parkinson Disease	MESH:D010300
4129	Pheochromocytoma	MESH:D010673
4129	Plaque, Amyloid	MESH:D058225
4129	Schizophrenia	MESH:D012559
84557	Liver Cirrhosis, Experimental	MESH:D008106
81631	Drug-Induced Liver Injury	MESH:D056486
4133	Abortion, Spontaneous	MESH:D000022
4133	Arthritis, Juvenile	MESH:D001171
5604	Adenocarcinoma of lung	MESH:C538231
5604	Brain Ischemia	MESH:D002545
5604	Cardiofaciocutaneous syndrome	MESH:C535579
5604	Costello Syndrome	MESH:D056685
5604	Leukemia, Hairy Cell	MESH:D007943
5604	Melanoma	MESH:D008545
5604	Noonan Syndrome	MESH:D009634
5605	Carcinoma, Adenoid Cystic	MESH:D003528
5605	Cardiofaciocutaneous syndrome	MESH:C535579
5605	Costello Syndrome	MESH:D056685
5605	Melanoma	MESH:D008545
5605	Noonan Syndrome	MESH:D009634
5607	Amphetamine-Related Disorders	MESH:D019969
5607	Body Weight	MESH:D001835
5608	Colonic Neoplasms	MESH:D003110
5608	Edema	MESH:D004487
5608	Hypersensitivity	MESH:D006967
5609	Breast Neoplasms	MESH:D001943
5609	Fibrosis	MESH:D005355
5609	Heart Failure	MESH:D006333
5609	Lung Neoplasms	MESH:D008175
5609	Mammary Neoplasms, Experimental	MESH:D008325
5609	Precancerous Conditions	MESH:D011230
4214	Breast Neoplasms	MESH:D001943
4215	Esophageal Neoplasms	MESH:D004938
4216	Endometrial Neoplasms	MESH:D016889
4217	Cardiomyopathies	MESH:D009202
4217	Diabetes Mellitus	MESH:D003920
4217	Diabetes Mellitus, Experimental	MESH:D003921
4217	Drug-Induced Liver Injury	MESH:D056486
4217	Melanoma	MESH:D008545
4217	Parkinson Disease	MESH:D010300
6885	Prostatic Neoplasms	MESH:D011471
1326	Liver Cirrhosis, Experimental	MESH:D008106
1326	Lung Neoplasms	MESH:D008175
1326	Myocardial Ischemia	MESH:D017202
4293	Melanoma	MESH:D008545
4134	Weight Gain	MESH:D015430
4135	Hyperkinesis	MESH:D006948
5594	Arthritis, Juvenile	MESH:D001171
5594	Brain Ischemia	MESH:D002545
5594	Carcinoma, Squamous Cell	MESH:D002294
5594	Cardiomyopathies	MESH:D009202
5594	Ceroid Lipofuscinosis, Neuronal, 6	MESH:C566627
5594	Cocaine-Related Disorders	MESH:D019970
5594	Disease Models, Animal	MESH:D004195
5594	Gliosis	MESH:D005911
5594	Head and Neck Neoplasms	MESH:D006258
5594	Hyperalgesia	MESH:D006930
5594	Hypertrophy	MESH:D006984
5594	Infertility, Female	MESH:D007247
5594	Kidney Neoplasms	MESH:D007680
5594	Lung Neoplasms	MESH:D008175
5594	Neoplasm Invasiveness	MESH:D009361
5594	Neoplasm Metastasis	MESH:D009362
5594	Nerve Degeneration	MESH:D009410
5594	Ovarian Neoplasms	MESH:D010051
5594	Pneumonia, Pneumococcal	MESH:D011018
5594	Radiation Injuries, Experimental	MESH:D011833
5594	Sepsis	MESH:D018805
5594	Sezary Syndrome	MESH:D012751
5594	Stomach Neoplasms	MESH:D013274
5594	Substance Withdrawal Syndrome	MESH:D013375
5594	Trigeminal Neuralgia	MESH:D014277
5600	Cardiomyopathies	MESH:D009202
5603	Cholestasis	MESH:D002779
1432	Cardiomyopathies	MESH:D009202
1432	Cholestasis	MESH:D002779
1432	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	MESH:D015464
1432	Liver Neoplasms	MESH:D008113
1432	Lung Neoplasms	MESH:D008175
1432	Myocardial Ischemia	MESH:D017202
225689	Urinary Bladder Neoplasms	MESH:D001749
5595	Atrophy	MESH:D001284
5595	Brain Ischemia	MESH:D002545
5595	Carcinoma, Squamous Cell	MESH:D002294
5595	Cardiomyopathies	MESH:D009202
5595	Ceroid Lipofuscinosis, Neuronal, 6	MESH:C566627
5595	Cocaine-Related Disorders	MESH:D019970
5595	Disease Models, Animal	MESH:D004195
5595	Gliosis	MESH:D005911
5595	Head and Neck Neoplasms	MESH:D006258
5595	Hyperalgesia	MESH:D006930
5595	Hypertrophy	MESH:D006984
5595	Infertility, Female	MESH:D007247
5595	Kidney Neoplasms	MESH:D007680
5595	Lung Neoplasms	MESH:D008175
5595	Neoplasm Invasiveness	MESH:D009361
5595	Neoplasm Metastasis	MESH:D009362
5595	Nerve Degeneration	MESH:D009410
5595	Ovarian Neoplasms	MESH:D010051
5595	Pneumonia, Pneumococcal	MESH:D011018
5595	Prostatic Neoplasms	MESH:D011471
5595	Radiation Injuries, Experimental	MESH:D011833
5595	Sepsis	MESH:D018805
5595	Stomach Neoplasms	MESH:D013274
5595	Substance Withdrawal Syndrome	MESH:D013375
5595	Trigeminal Neuralgia	MESH:D014277
5597	Hyperplasia	MESH:D006965
5598	Hyperalgesia	MESH:D006930
5599	Cell Transformation, Neoplastic	MESH:D002471
5599	Dermatitis, Atopic	MESH:D003876
5599	Disease Models, Animal	MESH:D004195
5599	Hyperalgesia	MESH:D006930
5599	Liver Failure, Acute	MESH:D017114
5599	Precancerous Conditions	MESH:D011230
5599	Reperfusion Injury	MESH:D015427
5599	Stomach Neoplasms	MESH:D013274
5599	Trigeminal Neuralgia	MESH:D014277
9479	Diabetes Mellitus, Type 2	MESH:D003924
23162	Polycystic Ovary Syndrome	MESH:D011085
5601	Disease Models, Animal	MESH:D004195
5601	Hyperalgesia	MESH:D006930
5601	Ischemia	MESH:D007511
5601	Myocardial Reperfusion Injury	MESH:D015428
5601	Neoplasm Metastasis	MESH:D009362
5601	Precancerous Conditions	MESH:D011230
5601	Reperfusion Injury	MESH:D015427
5601	Trigeminal Neuralgia	MESH:D014277
22919	Myocardial Ischemia	MESH:D017202
22919	Weight Gain	MESH:D015430
22924	Abortion, Spontaneous	MESH:D000022
22924	Polycystic Ovary Syndrome	MESH:D011085
4137	Alzheimer Disease	MESH:D000544
4137	Cognition Disorders	MESH:D003072
4137	Dementia	MESH:D003704
4137	Disease Models, Animal	MESH:D004195
4137	Frontotemporal Dementia	MESH:D057180
4137	Learning Disorders	MESH:D007859
4137	Memory Disorders	MESH:D008569
4137	Neurodegenerative Diseases	MESH:D019636
4137	Parkinson Disease	MESH:D010300
4137	PARKINSON DISEASE, LATE-ONSET	OMIM:168600
4137	Parkinsonian Disorders	MESH:D020734
4137	Pick Disease of the Brain	MESH:D020774
4137	Progressive supranuclear palsy atypical	MESH:C537240
4137	Psychomotor Agitation	MESH:D011595
4137	Respiratory Insufficiency	MESH:D012131
4137	Splenomegaly	MESH:D013163
4137	Supranuclear Palsy, Progressive	MESH:D013494
4137	Tauopathies	MESH:D024801
4137	Weight Loss	MESH:D015431
64757	Amphetamine-Related Disorders	MESH:D019969
54996	Amphetamine-Related Disorders	MESH:D019969
220972	Esophageal Neoplasms	MESH:D004938
4082	Arthritis, Rheumatoid	MESH:D001172
4082	Carcinoma, Adenoid Cystic	MESH:D003528
4082	Salivary Gland Neoplasms	MESH:D012468
4139	Autistic Disorder	MESH:D001321
4139	Stomach Neoplasms	MESH:D013274
2011	Carcinoma, Adenoid Cystic	MESH:D003528
2011	Salivary Gland Neoplasms	MESH:D012468
92935	Ataxia, Spastic, 3, Autosomal Recessive	MESH:C566956
153562	Deafness, Autosomal Recessive 49	MESH:C565717
4142	Thrombosis	MESH:D013927
5648	Carnevale syndrome	MESH:C535586
5648	Craniofacial Abnormalities	MESH:D019465
5648	Malpuech facial clefting syndrome	MESH:C535704
5648	Oculopalatoskeletal syndrome	MESH:C537738
5648	Pigmentation Disorders	MESH:D010859
10747	Colitis, Ulcerative	MESH:D003093
10747	Erythema Multiforme	MESH:D004892
10747	Immune Complex Diseases	MESH:D007105
10747	Inflammation	MESH:D007249
10747	MASP2 Deficiency	MESH:C565360
10747	Pneumonia, Pneumococcal	MESH:D011018
84930	THROMBOCYTOPENIA 2	OMIM:188000
4143	Amino Acid Metabolism, Inborn Errors	MESH:D000592
4143	Brain Diseases	MESH:D001927
4143	Carcinoma, Hepatocellular	MESH:D006528
4143	Demyelinating Diseases	MESH:D003711
4143	Diabetes Mellitus, Type 2	MESH:D003924
4143	Fatty Liver	MESH:D005234
4143	Hypermethioninemia	MESH:C564683
4143	Hyperplasia	MESH:D006965
4148	Epiphyseal dysplasia, multiple, 5	MESH:C535505
4148	Osteoarthritis	MESH:D010003
4148	Spondyloepimetaphyseal Dysplasia, Matrilin-3 Related	MESH:C563869
9782	Distal Myopathies	MESH:D049310
4149	Pheochromocytoma	MESH:D010673
4150	HIV Infections	MESH:D015658
8932	Prostatic Neoplasms	MESH:D011471
53615	Autistic Disorder	MESH:D001321
125997	Stomach Neoplasms	MESH:D013274
8930	Autistic Disorder	MESH:D001321
55777	Mental Retardation, Autosomal Dominant 1	MESH:C566947
4153	Birth Weight	MESH:D001724
4153	Diabetes, Gestational	MESH:D016640
4153	HIV Infections	MESH:D015658
4153	Infection	MESH:D007239
4153	Peripheral Nervous System Diseases	MESH:D010523
4153	Premature Birth	MESH:D047928
4154	Myotonia	MESH:D009222
154141	Cholestasis	MESH:D002779
129642	Hepatomegaly	MESH:D006529
79143	Liver Cirrhosis, Alcoholic	MESH:D008104
4155	Demyelinating Diseases	MESH:D003711
4155	Encephalomyelitis, Autoimmune, Experimental	MESH:D004681
4155	Neuromyelitis Optica	MESH:D009471
8720	Carcinoma, Hepatocellular	MESH:D006528
8720	Craniofacial Abnormalities	MESH:D019465
8720	Prostatic Neoplasms	MESH:D011471
51360	Carcinoma, Hepatocellular	MESH:D006528
51360	Ichthyosis follicularis atrichia photophobia syndrome	MESH:C536085
51360	Keratosis Follicularis Spinulosa Decalvans, X-Linked	MESH:C536159
4157	Carcinoma, Basal Cell	MESH:D002280
4157	Hyperalgesia	MESH:D006930
4157	Melanoma	MESH:D008545
4157	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 5	OMIM:613099
4157	Oculocutaneous albinism type 2	MESH:C537730
4157	Vitiligo	MESH:D014820
4158	Familial Glucocorticoid Deficiency 1	MESH:C565974
4158	Hypertension	MESH:D006973
4158	Prostatic Neoplasms	MESH:D011471
4159	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 9	OMIM:602025
4159	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO	OMIM:607948
4160	Body Weight	MESH:D001835
4160	Hyperinsulinism	MESH:D006946
4160	Hyperphagia	MESH:D006963
4160	Insulin Resistance	MESH:D007333
4160	Obesity	MESH:D009765
4162	Autoimmune Diseases of the Nervous System	MESH:D020274
4162	Mesothelioma, Malignant	MESH:C562839
4162	Multiple Sclerosis	MESH:D009103
4162	Neurogenic Inflammation	MESH:D020078
4162	Peritoneal Neoplasms	MESH:D010534
4163	Adenomatous Polyposis Coli	MESH:D011125
4163	Autistic Disorder	MESH:D001321
4163	Intellectual Disability	MESH:D008607
4163	Rectal Neoplasms	MESH:D012004
56922	3-methylcrotonyl CoA carboxylase 1 deficiency	MESH:C535308
64087	3-methylcrotonyl CoA carboxylase 2 deficiency	MESH:C535309
